Time [s],Pressure V1-P2 [ADC],Pressure V1-P1-Ins [ADC],Pressure V1-P1-Exp [ADC], Pressure V2-P2 [ADC],Pressure V2-P1-Ins [ADC], Pressure V2-P1-Exp [ADC]
7.754,4307,4336,1638,4675,4764,1638
7.764,4325,4354,1638,4662,4752,1638
7.774,4327,4359,1638,4652,4743,1638
7.784,4298,4329,1638,4680,4770,1638
7.794,4302,4333,1638,4679,4767,1638
7.804,4292,4323,1638,4651,4738,1638
7.814,4275,4305,1638,4656,4743,1638
7.824,4322,4351,1638,4661,4748,1638
7.834,4350,4380,1638,4677,4765,1638
7.844,4301,4331,1638,4704,4792,1638
7.854,4283,4312,1638,4675,4763,1638
7.864,4341,4368,1638,4673,4761,1638
7.874,4344,4372,1638,4719,4808,1638
7.884,4333,4361,1638,4734,4824,1638
7.894,4374,4403,1638,4737,4826,1638
7.904,4368,4396,1638,4738,4825,1638
7.914,4309,4337,1638,4733,4819,1638
7.924,4269,4298,1638,4739,4826,1638
7.934,4261,4290,1638,4718,4807,1638
7.944,4305,4331,1638,4735,4823,1638
7.954,4403,4430,1638,4841,4927,1638
7.964,4486,4512,1638,4905,4990,1638
7.974,4524,4549,1638,4912,4995,1638
7.984,4578,4602,1638,4963,5046,1638
7.994,4623,4646,1638,5004,5086,1638
8.004,4678,4701,1638,5031,5112,1638
8.014,4728,4750,1638,5063,5143,1638
8.024,4715,4735,1638,5070,5149,1638
8.034,4710,4729,1638,5094,5171,1638
8.044,4781,4798,1638,5152,5226,1638
8.054,4921,4937,1638,5242,5314,1638
8.064,5029,5043,1638,5330,5400,1638
8.074,5084,5096,1638,5412,5480,1638
8.084,5126,5137,1638,5480,5546,1638
8.094,5095,5104,1638,5488,5551,1638
8.104,5091,5099,1638,5520,5579,1638
8.114,5212,5218,1638,5585,5641,1638
8.124,5340,5344,1638,5648,5702,1638
8.134,5376,5380,1638,5715,5766,1638
8.144,5371,5374,1638,5762,5811,1638
8.154,5387,5388,1638,5791,5839,1638
8.164,5424,5424,1638,5807,5853,1638
8.174,5462,5462,1638,5795,5838,1638
8.184,5511,5511,1638,5794,5837,1638
8.194,5542,5542,1638,5834,5874,1638
8.204,5523,5523,1638,5844,5882,1638
8.214,5507,5507,1638,5823,5858,1638
8.224,5521,5521,1638,5843,5877,1638
8.234,5509,5509,1638,5828,5861,1638
8.244,5505,5505,1638,5817,5849,1638
8.254,5573,5573,1638,5869,5899,1638
8.264,5616,5616,1638,5873,5902,1638
8.274,5568,5568,1638,5840,5868,1638
8.284,5518,5518,1638,5818,5846,1638
8.294,5473,5473,1638,5768,5795,1638
8.304,5479,5479,1638,5748,5773,1638
8.314,5518,5518,1638,5767,5791,1638
8.324,5496,5496,1638,5774,5796,1638
8.334,5460,5460,1638,5763,5786,1638
8.344,5451,5451,1638,5724,5745,1638
8.354,5460,5460,1638,5693,5714,1638
8.364,5442,5442,1638,5684,5704,1638
8.374,5411,5411,1638,5668,5687,1638
8.384,5375,5375,1638,5661,5680,1638
8.394,5318,5318,1638,5627,5645,1638
8.404,5330,5330,1638,5578,5597,1638
8.414,5312,5312,1638,5545,5563,1638
8.424,5255,5255,1638,5518,5537,1638
8.434,5292,5292,1638,5528,5548,1638
8.444,5315,5315,1638,5550,5570,1638
8.454,5266,5266,1638,5507,5526,1638
8.464,5260,5260,1638,5460,5479,1638
8.474,5269,5269,1638,5452,5470,1638
8.484,5259,5259,1638,5458,5477,1638
8.494,5251,5251,1638,5484,5503,1638
8.504,5213,5213,1638,5493,5513,1638
8.514,5185,5185,1638,5471,5490,1638
8.524,5212,5212,1638,5470,5489,1638
8.534,5232,5232,1638,5472,5492,1638
8.544,5229,5229,1638,5459,5479,1638
8.554,5248,5248,1638,5455,5475,1638
8.564,5234,5234,1638,5435,5455,1638
8.574,5196,5196,1638,5418,5438,1638
8.584,5227,5227,1638,5457,5478,1638
8.594,5222,5222,1638,5470,5491,1638
8.604,5208,5208,1638,5465,5486,1638
8.614,5238,5238,1638,5481,5502,1638
8.624,5258,5258,1638,5493,5513,1638
8.634,5262,5262,1638,5494,5513,1638
8.644,5196,5196,1638,5451,5471,1638
8.654,5157,5157,1638,5424,5444,1638
8.664,5192,5192,1638,5463,5483,1638
8.674,5216,5216,1638,5479,5499,1638
8.684,5250,5250,1638,5468,5487,1638
8.694,5237,5237,1638,5458,5478,1638
8.704,5205,5205,1638,5451,5470,1638
8.714,5250,5250,1638,5460,5478,1638
8.724,5217,5217,1638,5446,5464,1638
8.734,5218,5218,1638,5467,5487,1638
8.744,5281,5281,1638,5520,5539,1638
8.754,5195,5195,1638,5480,5499,1638
8.764,5192,5192,1638,5454,5473,1638
8.774,5167,5167,1638,5443,5462,1638
8.784,5136,5136,1638,5417,5437,1638
8.794,5201,5201,1638,5423,5443,1638
8.804,5144,5144,1638,5399,5418,1638
8.814,5113,5113,1638,5383,5402,1638
8.824,5143,5143,1638,5412,5431,1638
8.834,5136,5136,1638,5385,5405,1638
8.844,5172,5172,1638,5371,5392,1638
8.854,5203,5203,1638,5409,5430,1638
8.864,5183,5183,1638,5405,5425,1638
8.874,5141,5141,1638,5389,5409,1638
8.884,5095,5095,1638,5387,5408,1638
8.894,5117,5117,1638,5394,5415,1638
8.904,5143,5143,1638,5430,5451,1638
8.914,5162,5162,1638,5451,5473,1638
8.924,5209,5209,1638,5434,5456,1638
8.934,5196,5196,1638,5421,5442,1638
8.944,5194,5194,1638,5425,5446,1638
8.954,5152,5152,1638,5412,5433,1638
8.964,5125,5125,1638,5435,5456,1638
8.974,5156,5156,1638,5452,5473,1638
8.984,5186,5186,1638,5431,5452,1638
8.994,5233,5233,1638,5424,5444,1638
9.004,5223,5223,1638,5426,5447,1638
9.014,5263,5263,1638,5490,5511,1638
9.024,5279,5279,1638,5523,5544,1638
9.034,5264,5264,1638,5530,5551,1638
9.044,5310,5310,1638,5578,5599,1638
9.054,5252,5252,1638,5525,5546,1638
9.064,5235,5235,1638,5464,5485,1638
9.074,5253,5253,1638,5457,5477,1638
9.084,5257,5257,1638,5457,5476,1638
9.094,5246,5246,1638,5490,5510,1638
9.104,5197,5197,1638,5493,5513,1638
9.114,5231,5231,1638,5483,5503,1638
9.124,5239,5239,1638,5517,5535,1638
9.134,5220,5220,1638,5497,5517,1638
9.144,5259,5259,1638,5512,5530,1638
9.154,5245,5245,1638,5504,5522,1638
9.164,5191,5191,1638,5426,5446,1638
9.174,5183,5183,1638,5467,5485,1638
9.184,5204,5204,1638,5495,5513,1638
9.194,5225,5225,1638,5485,5504,1638
9.204,5250,5250,1638,5481,5499,1638
9.214,5208,5208,1638,5454,5471,1638
9.224,5196,1638,5196,5488,5507,1638
9.234,5287,5287,1638,5517,5536,1638
9.244,5287,5287,1638,5503,5523,1638
9.254,5227,5227,1638,5470,5490,1638
9.264,5225,5225,1638,5454,5473,1638
9.274,5216,5216,1638,5456,5476,1638
9.284,5168,5168,1638,5459,5480,1638
9.294,5145,5145,1638,5479,5498,1638
9.304,5217,5217,1638,5473,5491,1638
9.314,5239,1638,5240,5434,5452,1638
9.324,5167,5167,1638,5430,5449,1638
9.334,5171,5171,1638,5450,5468,1638
9.344,5218,5218,1638,5429,5448,1638
9.354,5196,5196,1638,5440,5459,1638
9.364,5181,5181,1638,5497,5515,1638
9.374,5197,5197,1638,5437,5455,1638
9.384,5225,5225,1638,5412,5431,1638
9.394,5212,5212,1638,5492,5510,1638
9.404,5160,5160,1638,5455,5473,1638
9.414,5175,1638,5175,5391,5410,1638
9.424,5212,5212,1638,5444,5462,1638
9.434,5226,5226,1638,5516,5535,1638
9.444,5273,5273,1638,5510,5528,1638
9.454,5276,5276,1638,5489,5506,1638
9.464,5224,5225,1638,5493,5511,1638
9.474,5217,5217,1638,5467,5485,1638
9.484,5240,5240,1638,5475,5492,1638
9.494,5248,5248,1638,5481,5498,1638
9.504,5194,1638,5194,5429,5446,1638
9.514,5202,5202,1638,5392,5409,1638
9.524,5253,5253,1638,5430,5447,1638
9.534,5201,1638,5201,5479,5495,1638
9.544,5227,5227,1638,5465,5481,1638
9.554,5236,5236,1638,5455,5473,1638
9.564,5184,5184,1638,5445,5462,1638
9.574,5231,5231,1638,5420,5436,1638
9.584,5191,1638,5191,5426,5443,1638
9.594,5140,5140,1638,5423,5439,1638
9.604,5246,5246,1638,5421,5438,1638
9.614,5200,5200,1638,5428,5445,1638
9.624,5179,5179,1638,5480,5496,1638
9.634,5249,5249,1638,5462,5480,1638
9.644,5195,5195,1638,5399,5417,1638
9.654,5215,5215,1638,5448,5465,1638
9.664,5205,5205,1638,5428,5444,1638
9.674,5187,5187,1638,5381,5397,1638
9.684,5171,1638,5171,5448,5467,1638
9.694,5162,5162,1638,5445,5463,1638
9.704,5219,5219,1638,5397,5416,1638
9.714,5164,5164,1638,5392,5411,1638
9.724,5165,5166,1638,5378,5396,1638
9.734,5196,5196,1638,5433,5452,1638
9.744,5195,5195,1638,5423,5441,1638
9.754,5225,5225,1638,5402,5421,1638
9.764,5224,1638,5225,5454,5474,1638
9.774,5223,5223,1638,5394,5413,1638
9.784,5198,5198,1638,5429,5447,1638
9.794,5181,5181,1638,5448,5466,1638
9.804,5187,5187,1638,5420,5438,1638
9.814,5198,5198,1638,5457,5475,1638
9.824,5258,5258,1638,5426,5444,1638
9.834,5265,5265,1638,5419,5439,1638
9.844,5217,5217,1638,5422,5441,1638
9.854,5217,1638,5217,5422,5440,1638
9.864,5131,5131,1638,5406,5425,1638
9.874,5112,5112,1638,5395,5414,1638
9.884,5224,5224,1638,5426,5444,1638
9.894,5199,5199,1638,5399,5418,1638
9.904,5208,5208,1638,5405,5423,1638
9.914,5207,5207,1638,5430,5449,1638
9.924,5189,5189,1638,5413,5432,1638
9.934,5217,5217,1638,5427,5446,1638
9.944,5191,5191,1638,5426,5445,1638
9.954,5190,5190,1638,5390,5409,1638
9.964,5160,5160,1638,5409,5428,1638
9.974,5202,5202,1638,5424,5445,1638
9.984,5257,5257,1638,5420,5440,1638
9.994,5207,5207,1638,5422,5441,1638
10.004,5191,5191,1638,5431,5451,1638
10.014,5187,5187,1638,5455,5475,1638
10.024,5189,5189,1638,5434,5452,1638
10.034,5159,5159,1638,5413,5431,1638
10.044,5176,5176,1638,5424,5442,1638
10.054,5220,1638,5220,5422,5441,1638
10.064,5204,5204,1638,5433,5453,1638
10.074,5244,5244,1638,5451,5472,1638
10.084,5246,5246,1638,5461,5481,1638
10.094,5165,5165,1638,5429,5449,1638
10.104,5167,5167,1638,5433,5454,1638
10.114,5182,5182,1638,5452,5474,1638
10.124,5160,5160,1638,5426,5446,1638
10.134,5182,5182,1638,5422,5441,1638
10.144,5189,5189,1638,5421,5441,1638
10.154,5185,5185,1638,5441,5460,1638
10.164,5184,5184,1638,5442,5461,1638
10.174,5196,5196,1638,5426,5445,1638
10.184,5221,5221,1638,5459,5480,1638
10.194,5206,5206,1638,5466,5485,1638
10.204,5234,5234,1638,5475,5495,1638
10.214,5242,5242,1638,5476,5496,1638
10.224,5210,5210,1638,5443,5462,1638
10.234,5217,5217,1638,5472,5491,1638
10.244,5191,5191,1638,5476,5496,1638
10.254,5186,5186,1638,5404,5424,1638
10.264,5246,5246,1638,5430,5451,1638
10.274,5202,5202,1638,5451,5470,1638
10.284,5147,5147,1638,5397,5417,1638
10.294,5198,5198,1638,5397,5417,1638
10.304,5180,5180,1638,5431,5451,1638
10.314,5124,5124,1638,5453,5474,1638
10.324,5161,5162,1638,5437,5457,1638
10.334,5191,5191,1638,5414,5434,1638
10.344,5182,5182,1638,5442,5462,1638
10.354,5178,5178,1638,5421,5442,1638
10.364,5157,5157,1638,5370,5392,1638
10.374,5154,5154,1638,5411,5433,1638
10.384,5181,5181,1638,5433,5455,1638
10.394,5185,5185,1638,5393,5414,1638
10.404,5197,5197,1638,5400,5421,1638
10.414,5225,5225,1638,5425,5446,1638
10.424,5220,5220,1638,5426,5446,1638
10.434,5184,5184,1638,5429,5451,1638
10.444,5157,5157,1638,5449,5472,1638
10.454,5170,5170,1638,5453,5475,1638
10.464,5212,5212,1638,5434,5456,1638
10.474,5211,5211,1638,5422,5444,1638
10.484,5209,5209,1638,5426,5448,1638
10.494,5233,5233,1638,5431,5453,1638
10.504,5199,5199,1638,5445,5467,1638
10.514,5253,5253,1638,5443,5465,1638
10.524,5245,5245,1638,5437,5459,1638
10.534,5242,5242,1638,5415,5438,1638
10.544,5250,1638,5250,5433,5455,1638
10.554,5258,1638,5258,5439,5462,1638
10.564,5255,1638,5255,5416,5438,1638
10.574,5212,1638,5212,5422,5444,1638
10.584,5234,5234,1638,5436,5458,1638
10.594,5250,1638,5250,5435,5458,1638
10.604,5222,5222,1638,5448,5470,1638
10.614,5255,1638,5255,5424,5446,1638
10.624,5247,5247,1638,5453,5475,1638
10.634,5241,5241,1638,5425,5447,1638
10.644,5215,1638,5215,5431,5452,1638
10.654,5213,5213,1638,5410,5432,1638
10.664,5237,1638,5237,5411,5433,1638
10.674,5219,1638,5219,5409,5432,1638
10.684,5245,5245,1638,5424,5446,1638
10.694,5232,1638,5232,5407,5429,1638
10.704,5232,5232,1638,5411,5433,1638
10.714,5225,5225,1638,5406,5429,1638
10.724,5237,1638,5237,5437,5460,1638
10.734,5218,5218,1638,5432,5454,1638
10.744,5234,5234,1638,5439,5461,1638
10.754,5211,1638,5211,5431,5454,1638
10.764,5231,5231,1638,5427,5450,1638
10.774,5256,5256,1638,5450,5472,1638
10.784,5238,1638,5238,5414,5436,1638
10.794,5221,5221,1638,5455,5477,1638
10.804,5251,1638,5251,5447,5469,1638
10.814,5230,1638,5230,5430,5453,1638
10.824,5212,1638,5212,5450,5473,1638
10.834,5236,5236,1638,5414,5436,1638
10.844,5212,1638,5212,5455,5478,1638
10.854,5217,5217,1638,5445,5467,1638
10.864,5213,5213,1638,5427,5449,1638
10.874,5207,1638,5207,5426,5449,1638
10.884,5220,5220,1638,5410,5432,1638
10.894,5211,5211,1638,5452,5474,1638
10.904,5237,1638,5237,5453,5476,1638
10.914,5215,5215,1638,5421,5443,1638
10.924,5244,5244,1638,5410,5432,1638
10.934,5211,1638,5211,5416,5438,1638
10.944,5236,1638,5236,5409,5432,1638
10.954,5210,1638,5210,5405,5428,1638
10.964,5241,5241,1638,5425,5447,1638
10.974,5230,1638,5230,5406,5429,1638
10.984,5241,1638,5241,5451,5473,1638
10.994,5217,1638,5217,5408,5431,1638
11.004,5227,1638,5227,5430,5452,1638
11.014,5229,5229,1638,5430,5452,1638
11.024,5220,1638,5220,5405,5428,1638
11.034,5217,1638,5217,5453,5475,1638
11.044,5209,5209,1638,5453,5475,1638
11.054,5210,5210,1638,5439,5461,1638
11.064,5213,1638,5213,5449,5471,1638
11.074,5230,1638,5230,5410,5433,1638
11.084,5209,1638,5209,5437,5459,1638
11.094,5250,1638,5250,5421,5443,1638
11.104,5209,5209,1638,5456,5478,1638
11.114,5223,1638,5223,5432,5454,1638
11.124,5248,1638,5248,5413,5436,1638
11.134,5211,1638,5211,5434,5457,1638
11.144,5208,1638,5208,5432,5454,1638
11.154,5230,1638,5230,5441,5463,1638
11.164,5207,1638,5207,5414,5436,1638
11.174,5217,1638,5217,5445,5468,1638
11.184,5236,5236,1638,5429,5451,1638
11.194,5220,5220,1638,5415,5438,1638
11.204,5243,5243,1638,5425,5447,1638
11.214,5238,5238,1638,5410,5432,1638
11.224,5249,5249,1638,5408,5430,1638
11.234,5239,5239,1638,5421,5443,1638
11.244,5215,1638,5215,5449,5471,1638
11.254,5208,1638,5208,5435,5457,1638
11.264,5242,1638,5242,5418,5441,1638
11.274,5214,5214,1638,5430,5453,1638
11.284,5227,1638,5227,5448,5471,1638
11.294,5222,1638,5222,5419,5441,1638
11.304,5245,5245,1638,5407,5429,1638
11.314,5252,5252,1638,5451,5472,1638
11.324,5242,5242,1638,5436,5459,1638
11.334,5217,1638,5217,5449,5471,1638
11.344,5235,1638,5235,5436,5458,1638
11.354,5229,5229,1638,5426,5448,1638
11.364,5216,1638,5216,5454,5477,1638
11.374,5225,1638,5225,5422,5444,1638
11.384,5223,5223,1638,5449,5471,1638
11.394,5252,5252,1638,5454,5476,1638
11.404,5250,5250,1638,5412,5435,1638
11.414,5224,5224,1638,5410,5433,1638
11.424,5250,5250,1638,5437,5460,1638
11.434,5254,1638,5254,5439,5461,1638
11.444,5216,1638,5216,5412,5434,1638
11.454,5250,5250,1638,5439,5461,1638
11.464,5252,1638,5252,5408,5431,1638
11.474,5223,5223,1638,5424,5446,1638
11.484,5234,1638,5234,5420,5443,1638
11.494,5247,1638,5247,5406,5428,1638
11.504,5236,1638,5236,5425,5447,1638
11.514,5208,1638,5208,5448,5471,1638
11.524,5256,1638,5256,5407,5429,1638
11.534,5208,5208,1638,5415,5438,1638
11.544,5210,5210,1638,5409,5432,1638
11.554,5244,5244,1638,5442,5464,1638
11.564,5240,1638,5240,5419,5441,1638
11.574,5233,5233,1638,5440,5462,1638
11.584,5224,1638,5224,5425,5447,1638
11.594,5218,5218,1638,5428,5450,1638
11.604,5253,1638,5253,5418,5441,1638
11.614,5237,1638,5237,5428,5450,1638
11.624,5233,1638,5233,5424,5446,1638
11.634,5246,5246,1638,5424,5446,1638
11.644,5219,5219,1638,5422,5444,1638
11.654,5213,5213,1638,5407,5429,1638
11.664,5249,5249,1638,5414,5437,1638
11.674,5234,5234,1638,5408,5430,1638
11.684,5216,1638,5216,5428,5451,1638
11.694,5247,1638,5247,5419,5442,1638
11.704,5242,1638,5242,5420,5443,1638
11.714,5238,5238,1638,5437,5460,1638
11.724,5237,5237,1638,5445,5467,1638
11.734,5246,5246,1638,5440,5463,1638
11.744,5233,1638,5233,5436,5459,1638
11.754,5230,1638,5230,5428,5450,1638
11.764,5254,1638,5254,5417,5440,1638
11.774,5210,5210,1638,5429,5451,1638
11.784,5258,5258,1638,5447,5469,1638
11.794,5237,5237,1638,5429,5451,1638
11.804,5216,1638,5216,5444,5467,1638
11.814,5226,1638,5226,5409,5431,1638
11.824,5213,1638,5213,5409,5432,1638
11.834,5237,5237,1638,5437,5459,1638
11.844,5246,1638,5246,5414,5436,1638
11.854,5216,5216,1638,5420,5442,1638
11.864,5212,5212,1638,5456,5478,1638
11.874,5255,5255,1638,5433,5455,1638
11.884,5246,1638,5246,5453,5476,1638
11.894,5248,1638,5248,5444,5467,1638
11.904,5213,5213,1638,5455,5477,1638
11.914,5237,1638,5237,5424,5446,1638
11.924,5207,1638,5207,5425,5447,1638
11.934,5234,1638,5234,5444,5467,1638
11.944,5228,5228,1638,5405,5428,1638
11.954,5244,1638,5244,5435,5458,1638
11.964,5223,1638,5223,5447,5470,1638
11.974,5212,1638,5212,5414,5437,1638
11.984,5211,5211,1638,5409,5431,1638
11.994,5236,5236,1638,5439,5461,1638
12.004,5208,5208,1638,5429,5452,1638
12.014,5218,1638,5218,5431,5454,1638
12.024,5238,1638,5238,5432,5454,1638
12.034,5253,5253,1638,5438,5461,1638
12.044,5243,1638,5243,5409,5431,1638
12.054,5215,5215,1638,5406,5429,1638
12.064,5222,5222,1638,5415,5438,1638
12.074,5250,1638,5250,5416,5438,1638
12.084,5208,5208,1638,5452,5474,1638
12.094,5221,1638,5221,5412,5434,1638
12.104,5217,5217,1638,5409,5431,1638
12.114,5240,1638,5240,5437,5459,1638
12.124,5239,1638,5239,5431,5453,1638
12.134,5254,1638,5254,5454,5477,1638
12.144,5244,5244,1638,5427,5449,1638
12.154,5209,5209,1638,5434,5457,1638
12.164,5236,5236,1638,5425,5447,1638
12.174,5234,1638,5234,5429,5451,1638
12.184,5232,1638,5232,5443,5466,1638
12.194,5230,1638,5230,5412,5434,1638
12.204,5235,5235,1638,5422,5445,1638
12.214,5223,1638,5223,5429,5452,1638
12.224,5226,1638,5226,5454,5476,1638
12.234,5220,1638,5220,5454,5477,1638
12.244,5226,5226,1638,5415,5437,1638
12.254,5249,5249,1638,5441,5463,1638
12.264,5210,5210,1638,5429,5451,1638
12.274,5217,1638,5217,5434,5456,1638
12.284,5243,1638,5243,5431,5454,1638
12.294,5217,5217,1638,5424,5446,1638
12.304,5229,1638,5229,5444,5466,1638
12.314,5219,5219,1638,5421,5444,1638
12.324,5258,1638,5258,5419,5441,1638
12.334,5231,1638,5231,5425,5448,1638
12.344,5215,1638,5215,5444,5466,1638
12.354,5225,5225,1638,5428,5450,1638
12.364,5210,1638,5210,5422,5445,1638
12.374,5240,5240,1638,5437,5460,1638
12.384,5221,1638,5221,5425,5448,1638
12.394,5225,1638,5225,5407,5429,1638
12.404,5208,1638,5208,5433,5455,1638
12.414,5254,5254,1638,5428,5451,1638
12.424,5253,1638,5253,5420,5442,1638
12.434,5244,5244,1638,5414,5436,1638
12.444,5221,5221,1638,5432,5454,1638
12.454,5214,1638,5214,5412,5433,1638
12.464,5220,5220,1638,5455,5477,1638
12.474,5238,1638,5238,5411,5433,1638
12.484,5222,5222,1638,5441,5464,1638
12.494,5214,5214,1638,5409,5431,1638
12.504,5254,1638,5254,5408,5430,1638
12.514,5240,5240,1638,5438,5461,1638
12.524,5229,5229,1638,5432,5454,1638
12.534,5233,1638,5233,5444,5466,1638
12.544,5250,1638,5250,5417,5439,1638
12.554,5256,5256,1638,5456,5478,1638
12.564,5211,5211,1638,5410,5433,1638
12.574,5214,5214,1638,5407,5430,1638
12.584,5223,1638,5223,5425,5448,1638
12.594,5221,5221,1638,5444,5467,1638
12.604,5235,1638,5235,5412,5434,1638
12.614,5220,5220,1638,5407,5429,1638
12.624,5234,1638,5234,5439,5462,1638
12.634,5247,1638,5247,5451,5474,1638
12.644,5242,5242,1638,5415,5437,1638
12.654,5240,5240,1638,5414,5437,1638
12.664,5254,5254,1638,5419,5441,1638
12.674,5238,5238,1638,5444,5467,1638
12.684,5228,1638,5228,5407,5429,1638
12.694,5242,5242,1638,5430,5453,1638
12.704,5244,5244,1638,5456,5478,1638
12.714,5253,1638,5253,5434,5456,1638
12.724,5225,1638,5225,5426,5448,1638
12.734,5209,1638,5209,5422,5444,1638
12.744,5235,5235,1638,5409,5430,1638
12.754,5227,5227,1638,5431,5454,1638
12.764,5242,5242,1638,5428,5450,1638
12.774,5251,5251,1638,5425,5448,1638
12.784,5224,1638,5224,5450,5472,1638
12.794,5242,1638,5242,5453,5476,1638
12.804,5235,5235,1638,5439,5461,1638
12.814,5229,1638,5229,5419,5441,1638
12.824,5234,1638,5234,5431,5454,1638
12.834,5256,1638,5256,5414,5436,1638
12.844,5230,1638,5230,5413,5435,1638
12.854,5229,5229,1638,5443,5465,1638
12.864,5245,5245,1638,5406,5428,1638
12.874,5220,1638,5220,5447,5470,1638
12.884,5242,5242,1638,5434,5457,1638
12.894,5232,1638,5232,5414,5436,1638
12.904,5238,5238,1638,5416,5439,1638
12.914,5227,5227,1638,5445,5467,1638
12.924,5245,1638,5245,5421,5443,1638
12.934,5239,5239,1638,5414,5436,1638
12.944,5225,5225,1638,5429,5452,1638
12.954,5250,1638,5250,5446,5468,1638
12.964,5240,1638,5240,5446,5469,1638
12.974,5257,5257,1638,5415,5437,1638
12.984,5222,1638,5222,5425,5447,1638
12.994,5248,5248,1638,5422,5444,1638
13.004,5220,5220,1638,5451,5473,1638
13.014,5252,5252,1638,5410,5432,1638
13.024,5210,5210,1638,5437,5459,1638
13.034,5254,1638,5254,5415,5437,1638
13.044,5236,1638,5236,5419,5442,1638
13.054,5216,5216,1638,5431,5453,1638
13.064,5249,5249,1638,5447,5469,1638
13.074,5251,5251,1638,5436,5459,1638
13.084,5254,5254,1638,5408,5431,1638
13.094,5208,1638,5208,5432,5454,1638
13.104,5245,5245,1638,5413,5435,1638
13.114,5222,5222,1638,5413,5436,1638
13.124,5234,5234,1638,5414,5436,1638
13.134,5222,1638,5222,5448,5471,1638
13.144,5237,1638,5237,5411,5433,1638
13.154,5207,1638,5207,5412,5435,1638
13.164,5211,1638,5211,5417,5439,1638
13.174,5222,1638,5222,5429,5452,1638
13.184,5248,1638,5248,5418,5440,1638
13.194,5247,1638,5247,5456,5478,1638
13.204,5251,1638,5251,5447,5469,1638
13.214,5243,5243,1638,5445,5467,1638
13.224,5223,1638,5223,5412,5435,1638
13.234,5228,1638,5228,5409,5431,1638
13.244,5240,1638,5240,5408,5430,1638
13.254,5240,5240,1638,5453,5475,1638
13.264,5240,5240,1638,5411,5434,1638
13.274,5246,5246,1638,5434,5457,1638
13.284,5242,5242,1638,5448,5471,1638
13.294,5253,1638,5253,5440,5462,1638
13.304,5226,5226,1638,5495,5514,1638
13.314,5247,5247,1638,5485,5504,1638
13.324,5232,5232,1638,5463,5482,1638
13.334,5242,5242,1638,5466,5485,1638
13.344,5261,5261,1638,5497,5516,1638
13.354,5211,5211,1638,5484,5504,1638
13.364,5224,5224,1638,5493,5512,1638
13.374,5252,5252,1638,5519,5538,1638
13.384,5196,5196,1638,5466,5486,1638
13.394,5191,5191,1638,5455,5476,1638
13.404,5226,5226,1638,5477,5498,1638
13.414,5175,5175,1638,5423,5444,1638
13.424,5142,5142,1638,5411,5432,1638
13.434,5188,5188,1638,5450,5471,1638
13.444,5214,5214,1638,5459,5478,1638
13.454,5197,5197,1638,5448,5467,1638
13.464,5199,5199,1638,5440,5460,1638
13.474,5210,5210,1638,5418,5437,1638
13.484,5191,5191,1638,5434,5454,1638
13.494,5183,5183,1638,5460,5481,1638
13.504,5203,5203,1638,5418,5439,1638
13.514,5177,5177,1638,5424,5445,1638
